case_id,client_name,client_segment,strategic_client,fund_type,domicile,num_sub_funds,num_share_classes,num_jurisdictions,num_delegates,missing_documents,aml_status,kyc_status,risk_rating,client_priority,sla_days,regulatory_review_required,blocker_count,latest_blocker_type,complexity_score,complexity_label,actual_effort_hours,actual_completion_days,operational_pressure_score,pressure_band,sla_breached
C00904,DWS,Institutional,False,Money Market,UK,12,20,2,2,10,In Progress,In Progress,Low,Normal,15,0,0,KYC Issue,96.4,Medium,100.3,16.0,55.4,Medium,0
C00905,DWS,Institutional,False,Private Equity,UK,10,15,1,2,6,In Progress,Completed,High,Low,10,1,3,AML Delay,140.3,High,108.4,19.2,74.0,High,1
C00906,Celtic Investments,Small / Emerging,False,Hedge Fund,Malta,1,25,4,4,14,Completed,In Progress,Medium,Normal,20,0,1,Missing Documents,123.4,Medium,148.9,23.8,60.0,Medium,0
C00907,NorthPeak,Small / Emerging,False,Private Equity,Malta,15,27,4,5,14,Completed,In Progress,High,Normal,45,0,3,None,190.3,High,191.6,29.9,59.0,Medium,0
C00908,OakBridge,Small / Emerging,False,Real Estate,Malta,1,13,3,5,2,Completed,In Progress,Medium,High,45,0,0,None,85.2,Medium,87.0,15.3,43.3,Medium,0
C00909,Aon,High Profile,True,AIF,Ireland,12,44,6,7,7,Pending,In Progress,Low,Critical,30,0,3,None,206.2,High,249.4,36.1,81.0,High,0
C00910,GreenRock,Small / Emerging,False,Money Market,Malta,5,2,1,5,4,In Progress,Completed,Low,High,20,1,0,Missing Documents,71.8,Low,88.7,14.9,44.3,Medium,0
C00911,Harbour Capital,Small / Emerging,False,Hedge Fund,Malta,11,2,2,3,7,In Progress,Completed,High,Normal,30,1,2,None,134.4,High,124.7,18.3,56.0,Medium,0
C00912,Blue Horizon,Small / Emerging,False,UCITS,Luxembourg,13,19,1,2,12,Completed,Completed,Low,Low,45,0,1,AML Delay,90.9,Medium,75.2,15.0,48.9,Medium,0
C00913,Aon,High Profile,True,Hedge Fund,Cayman Islands,25,20,3,8,19,Pending,Completed,Medium,Critical,20,1,3,None,260.2,High,235.1,32.4,88.0,Critical,0
C00914,RiverRock,High Profile,True,Private Equity,Malta,22,23,6,7,14,Pending,Failed,Medium,High,15,0,3,None,259.5,High,204.4,28.3,98.0,Critical,0
C00915,BNY,Institutional,False,UCITS,UK,9,18,1,6,11,Completed,Completed,Low,Normal,15,0,2,None,101.0,Medium,111.1,17.9,63.0,Medium,0
C00916,Goldman Sachs,Institutional,False,UCITS,UK,8,23,1,0,6,In Progress,Failed,Low,Normal,45,0,1,KYC Issue,95.3,Medium,94.2,15.0,60.9,Medium,0
C00917,Abrdn,Institutional,False,Private Equity,UK,3,21,4,1,10,Completed,Failed,High,Normal,15,1,3,None,165.9,High,147.4,23.1,76.0,High,0
C00918,NorthPeak,Small / Emerging,False,Hedge Fund,Malta,4,26,4,4,3,Completed,Completed,Medium,Normal,20,0,2,Missing Documents,106.5,Medium,109.2,17.7,63.0,Medium,0
C00919,M&G,Institutional,False,Private Equity,Luxembourg,10,15,2,6,1,Completed,In Progress,Medium,Normal,10,1,0,Client Dependency,107.3,Medium,103.7,14.9,65.0,High,0
C00920,PIMCO,Institutional,False,Hedge Fund,Ireland,5,19,5,0,0,In Progress,Pending,High,Normal,20,0,3,None,131.7,High,106.1,17.7,76.0,High,1
C00921,Celtic Investments,Small / Emerging,False,AIF,UK,14,18,3,0,5,Completed,In Progress,Medium,High,15,0,3,Missing Documents,119.2,Medium,124.2,20.2,66.0,High,1
C00922,M&G,Institutional,False,Hedge Fund,Ireland,5,26,1,1,2,Pending,In Progress,Medium,Normal,20,0,1,Missing Documents,96.4,Medium,103.7,18.3,68.4,High,0
C00923,Liffey Investments,Small / Emerging,False,UCITS,Luxembourg,12,3,1,3,12,In Progress,In Progress,Medium,Normal,30,0,1,Missing Documents,104.4,Medium,84.5,15.9,53.0,Medium,0
C00924,BNY,Institutional,False,Private Equity,Ireland,1,13,1,3,6,Completed,In Progress,Medium,Normal,15,0,2,KYC Issue,86.4,Medium,91.2,14.5,56.9,Medium,0
C00925,Emerald Capital,Small / Emerging,False,Private Equity,Ireland,6,16,1,5,0,Completed,Pending,Medium,High,45,0,0,None,92.0,Medium,108.9,15.6,56.4,Medium,1
C00926,AllianzGI,Institutional,False,Private Equity,UK,4,2,1,3,2,In Progress,Completed,Medium,Normal,30,0,2,None,76.0,Medium,81.3,12.8,45.2,Medium,0
C00927,Schroders,Institutional,False,Private Equity,Ireland,8,5,3,4,11,Pending,Failed,Low,Normal,30,0,2,Missing Documents,142.4,High,109.1,17.8,76.0,High,0
C00928,Apollo,High Profile,True,Real Estate,Malta,14,42,7,3,11,Pending,Completed,Low,Critical,20,1,4,Analyst Unavailable,233.7,High,224.5,34.8,91.0,Critical,1
C00929,Nova Asset Management,Small / Emerging,False,UCITS,Cayman Islands,6,2,2,1,0,Completed,Failed,Low,Normal,30,0,3,None,76.3,Medium,70.5,11.1,58.3,Medium,0
C00930,Varagon Generation,High Profile,True,UCITS,Cayman Islands,20,35,4,8,13,In Progress,Completed,High,Critical,30,1,4,AML Delay,255.9,High,282.3,41.8,74.0,High,1
C00931,Schroders,Institutional,False,Money Market,UK,10,9,2,2,15,In Progress,Completed,Medium,Normal,15,0,3,None,121.7,Medium,148.5,21.9,66.0,High,0
C00932,SilverStone,Small / Emerging,False,Money Market,Luxembourg,2,7,5,2,8,In Progress,Pending,Medium,Low,20,0,2,None,105.9,Medium,93.0,15.2,73.0,High,0
C00933,SilverStone,Small / Emerging,False,Private Equity,UK,5,7,4,1,4,Completed,Completed,Medium,Normal,45,0,0,KYC Issue,69.3,Low,66.5,11.5,36.2,Low,0
C00934,Blue Horizon,Small / Emerging,False,AIF,Cayman Islands,13,6,1,3,8,Completed,Completed,High,High,20,0,1,None,107.8,Medium,132.1,21.0,60.0,Medium,1
C00935,Apollo,High Profile,True,Money Market,Ireland,25,35,6,3,8,In Progress,Completed,High,Normal,10,1,5,None,238.9,High,246.1,36.1,92.0,Critical,0
C00936,Varagon Generation,High Profile,True,AIF,Cayman Islands,21,44,7,9,4,Completed,In Progress,Medium,High,15,0,5,None,233.6,High,271.3,40.9,84.0,High,1
C00937,State Street,Institutional,False,UCITS,Malta,6,28,2,2,3,In Progress,In Progress,Medium,Normal,20,0,3,KYC Issue,107.5,Medium,110.0,17.3,66.0,High,0
C00938,State Street,Institutional,False,Money Market,Malta,12,29,3,2,3,Completed,Completed,Low,Low,45,0,0,None,77.0,Medium,89.5,14.5,39.6,Low,1
C00939,RiverRock,High Profile,True,Real Estate,UK,16,36,3,6,16,Pending,In Progress,Medium,High,20,0,2,None,218.3,High,241.6,37.0,85.0,Critical,1
C00940,Legal & General,Institutional,False,Hedge Fund,Malta,2,17,2,0,2,In Progress,Completed,Low,Normal,45,0,1,None,59.6,Low,63.1,9.5,34.8,Low,0
C00941,SilverStone,Small / Emerging,False,AIF,Ireland,5,23,3,1,1,Completed,Completed,Low,High,15,0,0,None,56.7,Low,56.7,12.1,37.5,Low,0
C00942,Apollo,High Profile,True,Real Estate,Ireland,21,34,5,6,19,Completed,Pending,Low,High,15,0,4,None,241.6,High,264.9,40.2,91.0,Critical,0
C00943,Aon,High Profile,True,Hedge Fund,Ireland,15,14,6,3,6,Blocked,Pending,High,High,10,0,3,Missing Documents,221.5,High,196.7,27.8,100.0,Critical,0
C00944,Schroders,Institutional,False,Money Market,UK,13,7,3,3,12,Completed,In Progress,Medium,Normal,20,0,0,None,102.8,Medium,110.9,19.3,57.0,Medium,0
C00945,Legal & General,Institutional,False,Real Estate,Cayman Islands,3,23,2,4,12,In Progress,Completed,Medium,Normal,15,1,2,KYC Issue,133.6,High,135.9,20.0,63.0,Medium,0
C00946,Varagon Generation,High Profile,True,UCITS,Cayman Islands,24,32,6,3,12,In Progress,Pending,Medium,High,10,0,4,Client Dependency,230.5,High,233.0,32.4,99.0,Critical,1
C00947,Liffey Investments,Small / Emerging,False,Real Estate,UK,6,11,5,2,0,Pending,Completed,High,Normal,20,1,0,None,115.5,Medium,100.6,15.0,67.0,High,0
C00948,BNY,Institutional,False,Hedge Fund,Cayman Islands,7,24,5,4,0,Completed,In Progress,Medium,High,15,0,1,Missing Documents,116.1,Medium,106.4,16.3,60.0,Medium,0
C00949,State Street,Institutional,False,UCITS,Malta,2,10,5,6,12,In Progress,In Progress,Medium,Normal,45,0,0,None,108.5,Medium,92.9,17.1,50.0,Medium,0
C00950,State Street,Institutional,False,Hedge Fund,UK,5,13,1,6,7,Completed,Completed,Low,Normal,10,0,2,None,91.0,Medium,80.1,14.0,67.0,High,0
C00951,Emerald Capital,Small / Emerging,False,Hedge Fund,Malta,3,29,2,2,10,Completed,Pending,Medium,Normal,45,0,0,None,104.8,Medium,113.5,19.1,60.0,Medium,0
C00952,Invesco,Institutional,False,AIF,Luxembourg,3,4,3,6,0,Completed,Pending,Low,Low,45,1,0,KYC Issue,70.3,Low,78.3,14.8,46.6,Medium,0
C00953,DWS,Institutional,False,UCITS,UK,1,20,5,0,4,Pending,Pending,Medium,Normal,20,1,0,None,100.9,Medium,87.4,15.8,77.0,High,0
C00954,Nova Asset Management,Small / Emerging,False,AIF,Cayman Islands,6,4,3,6,14,Completed,Completed,Low,Normal,45,0,0,None,83.1,Medium,69.4,11.7,42.4,Medium,0
C00955,Harbour Capital,Small / Emerging,False,UCITS,Cayman Islands,6,10,5,6,10,Completed,Completed,Low,High,30,0,1,AML Delay,103.7,Medium,125.7,20.0,53.0,Medium,0
C00956,GreenRock,Small / Emerging,False,UCITS,UK,8,22,5,1,7,Pending,Completed,Medium,Low,15,1,1,AML Delay,122.3,Medium,99.3,15.9,70.0,High,0
C00957,M&G,Institutional,False,Real Estate,Ireland,11,28,4,2,7,Pending,Pending,Low,High,15,0,0,Missing Documents,136.7,High,156.3,25.5,77.0,High,0
C00958,AllianzGI,Institutional,False,UCITS,UK,12,8,4,4,7,Completed,Completed,High,Low,30,0,1,KYC Issue,113.9,Medium,127.4,21.9,53.0,Medium,0
C00959,Blue Horizon,Small / Emerging,False,Money Market,Malta,2,25,4,3,12,In Progress,In Progress,Medium,High,20,0,1,AML Delay,121.5,Medium,144.4,23.5,60.0,Medium,0
C00960,Legal & General,Institutional,False,Money Market,Cayman Islands,6,1,2,4,13,Pending,Completed,Low,Critical,10,0,1,None,105.9,Medium,124.8,20.1,78.0,High,0
C00961,RiverRock,High Profile,True,Private Equity,Cayman Islands,23,24,7,9,14,Completed,Completed,Medium,High,20,0,4,Analyst Unavailable,242.0,High,276.8,41.1,81.0,High,0
C00962,Schroders,Institutional,False,AIF,Malta,13,15,5,5,0,Pending,Pending,Medium,High,30,0,0,None,127.6,High,118.4,18.1,70.0,High,1
C00963,RiverRock,High Profile,True,Real Estate,UK,12,16,5,7,16,Pending,Completed,High,High,15,0,2,None,214.0,High,196.4,30.9,85.0,Critical,1
C00964,Northern Trust,Institutional,False,Money Market,Luxembourg,1,27,3,4,11,Completed,Completed,Medium,Normal,30,0,0,AML Delay,86.6,Medium,84.9,14.9,44.0,Medium,0
C00965,BlackRock,Institutional,False,Real Estate,UK,3,28,1,3,6,Completed,In Progress,High,Normal,10,1,1,AML Delay,121.8,Medium,107.9,18.1,68.0,High,0
C00966,Nova Asset Management,Small / Emerging,False,UCITS,Malta,5,5,4,3,13,Blocked,Completed,High,Normal,20,0,1,None,134.4,High,124.2,17.6,70.0,High,0
C00967,Northern Trust,Institutional,False,Money Market,UK,1,19,4,1,0,In Progress,Completed,Medium,High,20,1,0,None,76.9,Medium,62.8,13.1,46.6,Medium,0
C00968,GreenRock,Small / Emerging,False,Private Equity,Malta,11,18,1,1,6,Blocked,In Progress,Low,High,20,0,2,KYC Issue,131.4,High,145.0,22.1,73.0,High,0
C00969,M&G,Institutional,False,Hedge Fund,Luxembourg,3,11,5,3,8,In Progress,Pending,Low,Low,30,0,3,None,124.8,Medium,99.8,15.1,69.0,High,0
C00970,GreenRock,Small / Emerging,False,Hedge Fund,Luxembourg,15,15,1,2,4,Pending,Failed,High,High,15,0,1,None,158.7,High,165.5,24.6,80.0,High,0
C00971,Blue Horizon,Small / Emerging,False,UCITS,Malta,14,3,2,4,2,In Progress,Completed,High,Low,30,0,2,None,109.8,Medium,110.2,19.0,56.0,Medium,0
C00972,Aon,High Profile,True,Private Equity,Cayman Islands,14,39,4,3,10,In Progress,Failed,High,High,15,1,4,None,250.5,High,225.1,33.0,91.0,Critical,0
C00973,Harbour Capital,Small / Emerging,False,Real Estate,Luxembourg,7,13,1,2,10,Pending,Completed,Medium,Normal,30,0,2,None,113.3,Medium,84.6,16.2,66.0,High,0
C00974,Varagon Generation,High Profile,True,Hedge Fund,Malta,25,13,3,9,21,Blocked,In Progress,High,Critical,20,0,3,Regulatory Review,285.7,High,314.2,44.2,88.0,Critical,0
C00975,Schroders,Institutional,False,Real Estate,Cayman Islands,15,14,5,1,15,Completed,In Progress,Medium,Low,10,0,3,Regulatory Review,157.7,High,130.4,21.4,74.0,High,1
C00976,J.P. Morgan,Institutional,False,Real Estate,Luxembourg,8,28,3,6,12,Completed,Completed,Low,Normal,20,1,1,None,134.1,High,140.5,21.3,60.0,Medium,0
C00977,Harbour Capital,Small / Emerging,False,Money Market,Luxembourg,5,16,1,0,10,Completed,Pending,Low,Normal,20,1,2,Analyst Unavailable,93.3,Medium,75.8,14.7,70.0,High,0
C00978,PIMCO,Institutional,False,Real Estate,UK,12,15,5,3,2,Completed,In Progress,Low,Normal,45,0,1,None,103.0,Medium,103.0,17.9,53.0,Medium,0
C00979,Goldman Sachs,Institutional,False,Hedge Fund,Ireland,15,12,1,2,12,Pending,Completed,Low,High,20,0,3,None,140.7,High,128.5,21.1,76.0,High,0
C00980,NorthPeak,Small / Emerging,False,Money Market,Malta,7,1,1,0,12,Pending,Pending,Low,Low,20,1,1,Regulatory Review,97.3,Medium,85.7,12.9,78.8,High,0
C00981,J.P. Morgan,Institutional,False,Hedge Fund,Cayman Islands,1,7,4,6,15,In Progress,Completed,Medium,Normal,20,0,1,Regulatory Review,119.3,Medium,93.8,16.8,60.0,Medium,0
C00982,Emerald Capital,Small / Emerging,False,UCITS,Ireland,13,28,1,6,2,Completed,Pending,Low,Normal,20,0,2,None,111.1,Medium,105.9,19.1,73.0,High,0
C00983,Arbour Wealth,Small / Emerging,False,AIF,UK,8,23,2,5,8,Completed,Completed,Low,Normal,45,0,0,None,80.9,Medium,66.3,12.3,41.4,Medium,0
C00984,SilverStone,Small / Emerging,False,AIF,Malta,7,19,5,1,3,Completed,Completed,Medium,High,30,0,2,Client Dependency,97.5,Medium,77.7,13.8,54.9,Medium,1
C00985,RiverRock,High Profile,True,Real Estate,Luxembourg,10,25,4,9,10,Completed,Completed,Medium,Normal,15,1,3,None,187.5,High,142.9,20.6,78.0,High,0
C00986,Legal & General,Institutional,False,UCITS,UK,13,12,5,6,12,In Progress,Completed,High,Normal,30,1,1,Regulatory Review,162.3,High,128.3,19.8,53.0,Medium,0
C00987,BNY,Institutional,False,Hedge Fund,Malta,11,19,5,5,2,Pending,Completed,Medium,Normal,20,0,2,None,137.0,High,105.9,16.8,73.0,High,1
C00988,Arbour Wealth,Small / Emerging,False,Real Estate,UK,13,15,5,4,2,In Progress,Completed,High,High,20,0,2,None,150.7,High,148.2,22.0,63.0,Medium,0
C00989,AllianzGI,Institutional,False,AIF,Ireland,13,29,3,4,5,Completed,Completed,Medium,High,45,0,3,None,132.8,High,148.1,21.8,59.0,Medium,0
C00990,PIMCO,Institutional,False,Hedge Fund,Cayman Islands,9,2,2,2,15,Pending,Completed,Low,Normal,20,0,2,None,114.9,Medium,115.5,20.0,73.0,High,1
C00991,J.P. Morgan,Institutional,False,Money Market,Ireland,14,18,2,2,12,Completed,Completed,Low,Normal,20,1,0,Missing Documents,100.8,Medium,113.6,19.2,57.0,Medium,0
C00992,AllianzGI,Institutional,False,Hedge Fund,Cayman Islands,8,27,2,0,13,Pending,In Progress,Medium,Normal,30,1,3,Missing Documents,158.1,High,185.1,27.3,69.0,High,0
C00993,Emerald Capital,Small / Emerging,False,UCITS,Malta,7,8,2,5,14,In Progress,Failed,High,Normal,45,0,1,AML Delay,146.5,High,142.2,23.3,63.0,Medium,0
C00994,Fidelity,Institutional,False,Hedge Fund,Ireland,13,9,4,2,13,Completed,Completed,Medium,High,15,0,1,KYC Issue,128.7,High,151.5,22.1,60.0,Medium,0
C00995,Goldman Sachs,Institutional,False,Real Estate,UK,6,11,4,1,2,Completed,In Progress,Low,Normal,20,1,1,Missing Documents,87.1,Medium,97.6,17.3,54.2,Medium,0
C00996,State Street,Institutional,False,Hedge Fund,Cayman Islands,7,17,1,1,1,In Progress,Completed,Low,Normal,20,0,1,None,67.3,Low,79.8,13.4,45.3,Medium,0
C00997,Legal & General,Institutional,False,Real Estate,UK,15,3,1,3,10,Completed,Completed,High,Normal,30,1,1,None,130.4,High,111.4,17.4,53.0,Medium,0
C00998,Abrdn,Institutional,False,Hedge Fund,Ireland,4,5,1,5,11,Completed,In Progress,Low,Normal,45,0,2,KYC Issue,95.1,Medium,104.6,16.0,53.8,Medium,0
C00999,Fidelity,Institutional,False,Private Equity,UK,11,21,5,0,1,In Progress,Completed,Medium,Low,30,1,2,None,123.8,Medium,106.6,16.2,56.0,Medium,1
C01000,Celtic Investments,Small / Emerging,False,Real Estate,Malta,1,26,2,4,14,In Progress,In Progress,Low,Low,20,0,2,None,121.2,Medium,111.3,18.1,63.0,Medium,0
C01001,AllianzGI,Institutional,False,Money Market,UK,10,15,2,4,8,Completed,In Progress,High,Low,20,0,2,None,123.4,Medium,118.3,20.3,63.0,Medium,0
C01002,Schroders,Institutional,False,Hedge Fund,Ireland,3,1,2,3,5,In Progress,Completed,Low,High,45,0,1,None,74.4,Low,75.7,12.0,41.5,Medium,0
C01003,Invesco,Institutional,False,Money Market,Ireland,10,11,5,2,3,In Progress,In Progress,Low,Normal,30,0,1,None,90.2,Medium,87.1,15.9,48.6,Medium,0
C01004,Liffey Investments,Small / Emerging,False,UCITS,Malta,14,25,3,3,11,Blocked,Failed,High,Normal,45,0,2,AML Delay,194.1,High,225.9,32.8,76.0,High,1
C01005,Aon,High Profile,True,Private Equity,Luxembourg,25,23,4,8,14,Pending,In Progress,Medium,High,15,0,2,Missing Documents,234.6,High,240.1,35.9,85.0,Critical,1
C01006,SilverStone,Small / Emerging,False,Private Equity,Cayman Islands,6,25,2,6,4,Completed,Failed,Medium,Normal,45,0,0,None,119.4,Medium,95.8,16.4,60.0,Medium,0
C01007,DWS,Institutional,False,Hedge Fund,Luxembourg,14,13,3,1,8,In Progress,In Progress,Medium,Normal,30,1,0,None,125.6,High,109.0,17.8,50.0,Medium,0
C01008,Liffey Investments,Small / Emerging,False,Real Estate,Cayman Islands,4,22,5,2,3,In Progress,In Progress,Medium,Normal,15,0,0,Client Dependency,99.8,Medium,125.3,19.9,56.9,Medium,0
C01009,Legal & General,Institutional,False,AIF,Malta,10,29,2,4,2,Pending,Pending,Low,Low,20,0,1,AML Delay,109.8,Medium,105.9,16.4,80.0,High,0
C01010,Aon,High Profile,True,Real Estate,Cayman Islands,25,13,5,5,6,Completed,Completed,Low,High,15,1,2,None,182.2,High,209.2,29.4,75.0,High,0
C01011,Fidelity,Institutional,False,AIF,Malta,11,21,3,1,8,In Progress,Completed,High,High,30,0,2,Missing Documents,133.4,High,152.5,22.1,56.0,Medium,0
C01012,Apollo,High Profile,True,Real Estate,Luxembourg,13,10,3,5,14,Blocked,Pending,High,High,20,1,5,Missing Documents,253.8,High,200.2,31.2,100.0,Critical,1
C01013,AllianzGI,Institutional,False,Real Estate,Cayman Islands,11,19,5,4,9,Completed,Pending,Medium,Normal,30,0,3,None,156.6,High,184.4,26.9,69.0,High,0
C01014,Nova Asset Management,Small / Emerging,False,UCITS,Malta,15,28,1,1,4,Completed,In Progress,Low,Normal,20,1,1,None,99.6,Medium,87.7,14.2,59.8,Medium,0
C01015,Northern Trust,Institutional,False,AIF,Cayman Islands,8,13,5,2,15,Blocked,Completed,High,High,30,0,1,AML Delay,161.0,High,127.8,19.8,63.0,Medium,0
C01016,State Street,Institutional,False,Hedge Fund,UK,9,2,2,3,6,Completed,Completed,Low,Normal,45,1,3,None,102.7,Medium,121.8,20.8,59.0,Medium,0
C01017,State Street,Institutional,False,AIF,Ireland,4,26,3,1,14,In Progress,Completed,Low,High,30,0,3,None,118.8,Medium,129.2,19.6,59.0,Medium,1
C01018,Evercrest,Small / Emerging,False,AIF,Malta,9,10,3,2,14,Completed,Pending,Low,Normal,45,0,1,None,102.5,Medium,97.1,14.0,63.0,Medium,0
C01019,Varagon Generation,High Profile,True,AIF,UK,14,38,7,5,8,Completed,Pending,High,High,15,0,4,None,222.6,High,176.3,26.3,91.0,Critical,0
C01020,Legal & General,Institutional,False,UCITS,Luxembourg,3,5,5,4,2,Blocked,Pending,Medium,Normal,10,0,2,None,119.7,Medium,117.2,19.8,91.0,Critical,0
C01021,Fidelity,Institutional,False,Money Market,Malta,14,18,2,3,3,Pending,In Progress,Low,High,20,0,0,Regulatory Review,101.6,Medium,124.2,18.4,67.0,High,0
C01022,DWS,Institutional,False,Money Market,Luxembourg,11,26,4,6,11,Completed,In Progress,Low,Low,20,0,2,None,132.3,High,98.8,16.8,63.0,Medium,0
C01023,RiverRock,High Profile,True,Private Equity,Luxembourg,23,16,6,8,17,In Progress,Completed,High,Critical,30,0,3,None,257.5,High,202.0,30.9,71.0,High,0
C01024,Goldman Sachs,Institutional,False,Money Market,UK,15,17,1,4,0,Completed,Completed,Low,Normal,30,0,1,KYC Issue,73.1,Low,80.1,15.6,40.9,Medium,0
C01025,BNY,Institutional,False,AIF,Malta,7,6,2,2,10,Pending,In Progress,Medium,Normal,30,0,0,None,91.2,Medium,92.2,16.1,56.0,Medium,1
C01026,Apollo,High Profile,True,AIF,Ireland,12,21,4,5,11,In Progress,Completed,Medium,High,45,0,2,None,161.0,High,137.4,19.4,68.0,High,0
C01027,Varagon Generation,High Profile,True,Real Estate,Luxembourg,22,14,6,3,15,Blocked,Pending,High,Normal,15,1,3,Missing Documents,261.6,High,236.1,34.4,98.0,Critical,1
C01028,Apollo,High Profile,True,AIF,UK,20,27,5,4,6,In Progress,In Progress,Medium,High,30,0,1,None,171.9,High,178.1,28.2,65.0,High,0
C01029,BlackRock,Institutional,False,Hedge Fund,Ireland,7,25,1,5,4,Completed,Completed,High,Normal,30,1,1,KYC Issue,123.6,Medium,111.8,18.1,53.0,Medium,0
C01030,M&G,Institutional,False,Real Estate,UK,15,6,5,5,4,Completed,In Progress,High,Low,30,1,0,AML Delay,143.0,High,150.3,22.6,50.0,Medium,0
C01031,Fidelity,Institutional,False,AIF,Luxembourg,8,11,1,1,4,Completed,Completed,Low,Normal,45,0,0,None,43.6,Low,51.4,8.2,24.6,Low,0
C01032,PIMCO,Institutional,False,AIF,Malta,11,20,1,1,15,In Progress,Completed,Low,High,30,0,0,None,98.7,Medium,87.6,13.9,49.4,Medium,0
C01033,J.P. Morgan,Institutional,False,Hedge Fund,Ireland,5,29,3,0,8,Completed,Completed,Medium,Normal,20,1,3,None,124.1,Medium,149.3,23.5,66.0,High,0
C01034,AllianzGI,Institutional,False,Money Market,Cayman Islands,1,14,3,0,12,Pending,Pending,Low,Normal,30,0,3,Missing Documents,107.5,Medium,121.1,19.6,79.0,High,0
C01035,DWS,Institutional,False,AIF,UK,2,2,2,2,10,Completed,In Progress,Medium,High,45,0,3,Missing Documents,94.0,Medium,100.7,15.1,56.3,Medium,0
C01036,Schroders,Institutional,False,AIF,Luxembourg,12,17,4,5,11,Completed,Failed,Medium,Normal,20,1,3,AML Delay,171.8,High,145.3,22.8,76.0,High,1
C01037,DWS,Institutional,False,Money Market,UK,7,13,3,2,3,In Progress,Completed,Low,Normal,20,0,2,Missing Documents,77.2,Medium,92.5,15.1,52.7,Medium,0
C01038,M&G,Institutional,False,UCITS,UK,15,5,5,5,9,Completed,Completed,Medium,Normal,30,0,2,KYC Issue,123.7,Medium,134.8,21.1,56.0,Medium,0
C01039,RiverRock,High Profile,True,UCITS,Malta,13,16,7,7,21,Blocked,In Progress,Low,High,20,1,4,AML Delay,247.7,High,229.1,32.9,91.0,Critical,0
C01040,Abrdn,Institutional,False,Private Equity,Malta,12,26,4,6,11,Completed,Completed,Low,Normal,20,0,3,Regulatory Review,147.5,High,150.8,24.1,66.0,High,1
C01041,Goldman Sachs,Institutional,False,Real Estate,Cayman Islands,5,20,4,1,14,Pending,In Progress,Low,Normal,20,0,1,Regulatory Review,122.7,Medium,98.9,18.1,70.0,High,0
C01042,Blue Horizon,Small / Emerging,False,UCITS,Ireland,1,13,3,4,7,Completed,Completed,Low,Low,20,0,0,None,56.2,Low,67.4,13.8,37.3,Low,0
C01043,Emerald Capital,Small / Emerging,False,Private Equity,Cayman Islands,3,4,3,3,14,In Progress,In Progress,Medium,Low,45,0,2,None,119.0,Medium,108.9,17.2,56.0,Medium,0
